,Gender,Married,Dependents,Education,Self_Employed,Credit_History,Property_Area,Loan_Status,Total,Debt/Income,EMI
584,Male,Yes,1,Graduate,No,0.0,Rural,0,4704.0,31.037414965986393,14.3226
585,Male,Yes,1,Graduate,No,1.0,Rural,0,7283.0,23.61664149388988,16.8732
586,Male,Yes,0,Graduate,No,1.0,Urban,1,3819.0,27.232259753862266,10.202399999999999
587,Female,No,0,Not Graduate,No,1.0,Semiurban,1,2165.0,32.33256351039261,6.867000000000001
588,Male,No,0,Graduate,No,1.0,Semiurban,1,4750.0,19.789473684210527,9.2214
589,Male,Yes,2,Graduate,Yes,0.0,Semiurban,0,2726.0,38.88481291269259,10.3986
590,Male,Yes,0,Graduate,No,1.0,Semiurban,1,6416.0,8.728179551122194,5.4936
591,Male,Yes,2,Graduate,Yes,1.0,Semiurban,0,6000.0,34.166666666666664,20.110500000000002
592,Male,No,3,Graduate,Yes,1.0,Semiurban,1,9357.0,31.206583306615368,28.6452
593,Male,Yes,0,Graduate,No,1.0,Rural,1,7159.0,19.835172510127112,13.930200000000001
594,Male,Yes,0,Graduate,Yes,1.0,Urban,1,16120.0,16.129032258064516,25.506
595,Male,No,0,Not Graduate,No,1.0,Rural,1,3833.0,28.69814766501435,10.791000000000002
596,Male,Yes,2,Not Graduate,Yes,1.0,Rural,0,7383.0,25.328457266693757,18.3447
597,Male,No,0,Graduate,No,0.0,Semiurban,0,2987.0,29.46099765651155,8.6328
598,Male,Yes,0,Graduate,Yes,1.0,Rural,1,9963.0,18.066847335140018,17.658
599,Male,Yes,2,Graduate,No,1.0,Urban,1,5780.0,33.21799307958477,18.8352
600,Female,No,3,Graduate,No,1.0,Urban,0,42083.0,8.31689755958463,34.335
601,Male,Yes,0,Not Graduate,No,1.0,Rural,1,5686.0,27.259936686598664,15.205499999999999
602,Male,Yes,3,Graduate,No,1.0,Urban,1,5703.0,22.44432754690514,12.5568
603,Male,No,0,Graduate,No,1.0,Rural,1,7977.0,21.561990723329572,16.873199999999997
604,Female,Yes,1,Graduate,No,1.0,Semiurban,1,12000.0,41.333333333333336,48.65760000000001
605,Male,Yes,0,Not Graduate,No,1.0,Urban,0,6200.0,20.64516129032258,12.556799999999999
606,Male,Yes,1,Graduate,No,1.0,Semiurban,1,5900.0,29.322033898305083,16.9713
607,Male,Yes,2,Not Graduate,No,1.0,Rural,1,5398.0,29.084846239347907,15.401700000000002
608,Male,Yes,0,Graduate,No,1.0,Rural,1,5182.0,20.841373986877652,10.5948
609,Female,No,0,Graduate,No,1.0,Rural,1,2900.0,24.482758620689655,6.9651000000000005
610,Male,Yes,3,Graduate,No,1.0,Rural,1,4106.0,9.74184120798831,3.9239999999999995
611,Male,Yes,1,Graduate,No,1.0,Urban,1,8312.0,30.437921077959576,24.819300000000002
612,Male,Yes,2,Graduate,No,1.0,Urban,1,7583.0,24.66042463404985,18.3447
613,Female,No,0,Graduate,Yes,0.0,Semiurban,0,4583.0,29.02029238490072,13.047299999999998
